voxel,x,y,z,voxel_idx,n_nonmissing,p_zero,n_outlier_removed,mad,var_I,error,mean_I,converged
7024301,109,127,123,47,20,0.0,3,0.4235964,0.2905100690936566,0.03478870050868034,0.10265634282413812,1.0
7024302,110,127,123,48,20,0.0,1,0.7360944,0.5296563623385654,0.040190376146683,-0.029123088119571004,1.0
7024303,111,127,123,49,20,0.0,2,0.8504615,0.6586066767688875,0.040614120727125065,-0.47385108462467174,1.0
7024304,112,127,123,50,20,0.0,0,1.6580746,0.727339615967316,1.0045449324053348,-0.6624733060620857,1.0
7024305,113,127,123,51,20,0.0,0,2.1479375,1.0159205429261944,0.7349082438538663,-0.771419701044116,1.0
7024306,114,127,123,52,20,0.0,0,1.856308,1.3569494151930335,0.5501374078648267,-0.8391393721470861,1.0
7024307,115,127,123,53,20,0.0,0,1.8656468,1.49171451085868,0.3472028927153193,-0.7050521374584656,1.0
7024308,116,127,123,54,20,0.0,0,1.7536962,1.4351127982944276,0.569555532541719,-0.3971985876145571,1.0
7024309,117,127,123,55,20,0.0,0,1.3722367,1.5790287033936339,0.5563878211505666,-0.27634294585235936,1.0
7024523,107,128,123,56,20,0.0,1,0.7996591,0.1879851078768689,0.15569152260288438,0.2890579127099162,1.0
7024524,108,128,123,57,20,0.0,1,0.48458183,0.15567240809354513,0.02620144778935676,0.18537383200798704,1.0
7024525,109,128,123,58,20,0.0,1,0.58135325,0.400502574373382,0.01016700944304339,0.12997161269650503,1.0
7024526,110,128,123,59,20,0.0,1,0.6681402,0.4521356922762647,0.04600446133118332,-0.12227776650952697,1.0
7024527,111,128,123,60,20,0.0,0,1.0705941,0.3303728353930126,0.7101360058882117,-0.3676325194533421,1.0
7024528,112,128,123,61,20,0.0,0,1.5394393,0.5055024705085372,1.1255854802126601,-0.6920288353832724,1.0
7024529,113,128,123,62,20,0.0,0,1.9926989,0.9440430602489175,0.8124287239501964,-0.7763798541216236,1.0
7024530,114,128,123,63,20,0.0,0,1.5105056,1.1887536045131992,0.6804375058951857,-0.8983491658669693,1.0
7024531,115,128,123,64,20,0.0,0,1.2793417,1.1874984367435149,0.40745636547703573,-0.739895850444712,1.0
7024532,116,128,123,65,20,0.0,0,1.4536695,1.0644066737653768,0.5376053794959098,-0.3875425880871191,1.0
